Date,삼성전자,SK하이닉스,파두
2025-12-10,147.33969986357437,392.379679144385,119.45812807881772
2025-12-11,146.38472032742155,377.67379679144386,118.22660098522168
2025-12-12,148.5675306957708,381.6844919786096,112.5615763546798
2025-12-15,142.97407912687586,370.32085561497325,114.77832512315271
2025-12-16,140.2455661664393,354.2780748663102,110.83743842364532
2025-12-17,147.20327421555254,368.3155080213904,108.37438423645321
2025-12-18,146.79399727148703,368.98395721925135,104.67980295566504
2025-12-19,145.02046384720327,365.6417112299465,104.67980295566504
2025-12-22,150.75034106412005,387.7005347593583,104.67980295566504
2025-12-23,152.11459754433832,390.37433155080214,104.67980295566504
